BeginDate|StateID|RouteID|BMP|EMP|DataItem|ValueNumeric|ValueText|ValueDate|Comments
01/01/2024|54|28100770000NB|1.8|1.9|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.9|2.0|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.0|2.1|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.1|2.2|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.2|2.3|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.3|2.4|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.4|2.5|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.5|2.56|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.56|2.6|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.6|2.7|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.7|2.8|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.8|2.9|base_thickness|11.0|||
01/01/2024|54|28100770000NB|2.9|3.0|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.0|3.1|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.1|3.2|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.2|3.3|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.3|3.4|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.4|3.5|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.5|3.6|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.6|3.7|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.7|3.8|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.8|3.9|base_thickness|11.0|||
01/01/2024|54|28100770000NB|3.9|4.0|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.0|4.1|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.1|4.2|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.2|4.3|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.3|4.4|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.4|4.5|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.5|4.6|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.6|4.7|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.7|4.8|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.8|4.9|base_thickness|11.0|||
01/01/2024|54|28100770000NB|4.9|5.0|base_thickness|11.0|||
01/01/2024|54|28100770000NB|5.0|5.1|base_thickness|11.0|||
01/01/2024|54|28100770000NB|5.1|5.12|base_thickness|11.0|||
